VelX;Y;ClosestItemX;EnemyHeading;ClosestRadarY;VelY;ShotVelDir;X;EnemyShield;EnemyDistance;RadarY;RadarX;ShotAlert;EnemyX;ClosestItemY;ShotVel;EnemySpeed;ClosestRadarX;Orientation;Action;ShotDist;EnemyY
0;1030;-1;6.95293379818203e-310;128;0;-1;2328;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;162;90.0;None;-1;-1
0;1030;-1;6.95293379818203e-310;128;0;-1;2328;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;163;90.0;None;-1;-1
0;1030;-1;6.95293379818203e-310;128;0;-1;2329;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;163;90.0;None;-1;-1
0;1030;-1;6.95293379818203e-310;129;0;-1;2329;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;164;90.0;None;-1;-1
0;1030;-1;6.95293379818203e-310;129;0;-1;2329;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;165;90.0;None;-1;-1
0;1029;-1;6.95293379818203e-310;129;0;-1;2329;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;166;90.0;None;-1;-1
0;1029;-1;6.95293379818203e-310;130;0;-1;2329;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;167;90.0;None;-1;-1
0;1029;-1;6.95293379818203e-310;130;0;-1;2329;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;168;90.0;None;-1;-1
0;1029;-1;6.95293379818203e-310;131;0;-1;2329;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;169;90.0;None;-1;-1
0;1029;-1;6.95293379818203e-310;132;0;-1;2329;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;170;90.0;None;-1;-1
0;1029;-1;6.95293379818203e-310;132;0;-1;2329;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;171;90.0;None;-1;-1
0;1029;-1;6.95293379818203e-310;133;0;-1;2329;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;172;90.0;None;-1;-1
0;1029;-1;6.95293379818203e-310;134;0;-1;2329;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;173;90.0;None;-1;-1
0;1029;-1;6.95293379818203e-310;134;0;-1;2329;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;174;90.0;None;-1;-1
0;1029;-1;6.95293379818203e-310;135;0;-1;2330;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;175;90.0;None;-1;-1
0;1028;-1;6.95293379818203e-310;135;0;-1;2330;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;176;90.0;None;-1;-1
0;1028;-1;6.95293379818203e-310;136;0;-1;2330;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;177;90.0;None;-1;-1
0;1028;-1;6.95293379818203e-310;137;0;-1;2330;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;178;90.0;None;-1;-1
0;1028;-1;6.95293379818203e-310;137;0;-1;2330;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;180;90.0;None;-1;-1
0;1028;-1;6.95293379818203e-310;138;0;-1;2330;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;181;90.0;None;-1;-1
0;1028;-1;6.95293379818203e-310;139;0;-1;2330;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;182;90.0;None;-1;-1
0;1028;-1;6.95293379818203e-310;139;0;-1;2330;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;183;90.0;None;-1;-1
0;1028;-1;6.95293379818203e-310;140;0;-1;2330;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;184;90.0;None;-1;-1
0;1028;-1;6.95293379818203e-310;141;0;-1;2330;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;185;90.0;None;-1;-1
0;1027;-1;6.95293379818203e-310;141;0;-1;2330;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;186;90.0;None;-1;-1
0;1027;-1;6.95293379818203e-310;142;0;-1;2330;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;187;90.0;None;-1;-1
0;1027;-1;6.95293379818203e-310;143;0;-1;2330;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;188;90.0;None;-1;-1
0;1027;-1;6.95293379818203e-310;143;0;-1;2331;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;189;90.0;None;-1;-1
0;1027;-1;6.95293379818203e-310;144;0;-1;2331;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;191;90.0;None;-1;-1
0;1027;-1;6.95293379818203e-310;144;0;-1;2331;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;192;90.0;None;-1;-1
0;1027;-1;6.95293379818203e-310;145;0;-1;2331;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;193;90.0;None;-1;-1
0;1027;-1;6.95293379818203e-310;146;0;-1;2331;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;194;90.0;None;-1;-1
0;1027;-1;6.95293379818203e-310;146;0;-1;2331;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;195;90.0;None;-1;-1
0;1026;-1;6.95293379818203e-310;147;0;-1;2331;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;196;90.0;None;-1;-1
0;1026;-1;6.95293379818203e-310;148;0;-1;2331;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;197;90.0;None;-1;-1
0;1026;-1;6.95293379818203e-310;148;0;-1;2331;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;198;90.0;None;-1;-1
0;1026;-1;6.95293379818203e-310;149;0;-1;2331;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;199;90.0;None;-1;-1
0;1026;-1;6.95293379818203e-310;149;0;-1;2331;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;200;90.0;None;-1;-1
0;1026;-1;6.95293379818203e-310;150;0;-1;2331;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;201;90.0;None;-1;-1
0;1026;-1;6.95293379818203e-310;151;0;-1;2331;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;202;90.0;None;-1;-1
0;1026;-1;6.95293379818203e-310;151;0;-1;2332;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;203;90.0;None;-1;-1
0;1026;-1;6.95293379818203e-310;152;0;-1;2332;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;204;98.4375;GoCenter;-1;-1
0;1025;-1;6.95293379818203e-310;152;0;-1;2332;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;205;104.0625;GoCenter;-1;-1
0;1025;-1;6.95293379818203e-310;153;0;-1;2332;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;206;112.5;GoCenter;-1;-1
0;1027;-1;6.95293379818203e-310;154;1;-1;2331;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;208;120.9375;GoCenter;-1;-1
-2;1030;-1;6.95293379818203e-310;154;2;-1;2329;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;209;129375;GoCenter;-1;-1
-2;1033;-1;6.95293379818203e-310;155;2;-1;2327;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;210;137.8125;GoCenter;-1;-1
-3;1037;-1;6.95293379818203e-310;155;4;-1;2323;-1;9999.0;74;167;-1;-1;-1;-1;6.95293379818203e-310;211;140625;GoCenter;-1;-1
-4;1042;-1;6.95293379818203e-310;156;5;-1;2319;-1;9999.0;75;166;-1;-1;-1;-1;6.95293379818203e-310;212;143.4375;GoCenter;-1;-1
-6;1048;-1;6.95293379818203e-310;157;6;-1;2312;-1;9999.0;75;166;-1;-1;-1;-1;6.95293379818203e-310;213;143.4375;GoCenter;-1;-1
-7;1055;-1;6.95293379818203e-310;157;7;-1;2304;-1;9999.0;76;165;-1;-1;-1;-1;6.95293379818203e-310;214;146.25;GoCenter;-1;-1
-7;1062;-1;6.95293379818203e-310;158;7;-1;2296;-1;9999.0;76;165;-1;-1;-1;-1;6.95293379818203e-310;215;146.25;GoCenter;-1;-1
-7;1070;-1;6.95293379818203e-310;158;7;-1;2289;-1;9999.0;77;164;-1;-1;-1;-1;6.95293379818203e-310;216;149.0625;GoCenter;-1;-1
-7;1077;-1;6.95293379818203e-310;159;7;-1;2281;-1;9999.0;77;164;-1;-1;-1;-1;6.95293379818203e-310;217;149.0625;GoCenter;-1;-1
-7;1084;-1;6.95293379818203e-310;160;7;-1;2273;-1;9999.0;78;163;-1;-1;-1;-1;6.95293379818203e-310;218;151875;GoCenter;-1;-1
-9;1092;-1;6.95293379818203e-310;160;8;-1;2263;-1;9999.0;78;162;-1;-1;-1;-1;6.95293379818203e-310;219;151875;GoCenter;-1;-1
-11;1101;-1;6.95293379818203e-310;161;8;-1;2252;-1;9999.0;79;161;-1;-1;-1;-1;6.95293379818203e-310;220;154.6875;GoCenter;-1;-1
-11;1110;-1;6.95293379818203e-310;161;8;-1;2241;-1;9999.0;80;161;-1;-1;-1;-1;6.95293379818203e-310;221;154.6875;GoCenter;-1;-1
-11;1119;-1;6.95293379818203e-310;162;8;-1;2230;-1;9999.0;80;160;-1;-1;-1;-1;6.95293379818203e-310;222;157.5;GoCenter;-1;-1
-12;1128;-1;6.95293379818203e-310;163;9;-1;2217;-1;9999.0;81;159;-1;-1;-1;-1;6.95293379818203e-310;223;157.5;GoCenter;-1;-1
-12;1138;-1;6.95293379818203e-310;163;9;-1;2204;-1;9999.0;82;158;-1;-1;-1;-1;6.95293379818203e-310;224;157.5;GoCenter;-1;-1
-12;1147;-1;6.95293379818203e-310;164;9;-1;2191;-1;9999.0;82;157;-1;-1;-1;-1;6.95293379818203e-310;225;160.3125;GoCenter;-1;-1
-12;1157;-1;6.95293379818203e-310;165;9;-1;2178;-1;9999.0;83;156;-1;-1;-1;-1;6.95293379818203e-310;227;160.3125;GoCenter;-1;-1
-12;1167;-1;6.95293379818203e-310;165;9;-1;2165;-1;9999.0;84;155;-1;-1;-1;-1;6.95293379818203e-310;228;160.3125;GoCenter;-1;-1
-12;1176;-1;6.95293379818203e-310;166;9;-1;2153;-1;9999.0;84;154;-1;-1;-1;-1;6.95293379818203e-310;229;163125;GoCenter;-1;-1
-14;1186;-1;6.95293379818203e-310;166;10;-1;2138;-1;9999.0;85;153;-1;-1;-1;-1;6.95293379818203e-310;230;163125;GoCenter;-1;-1
-14;1196;-1;6.95293379818203e-310;167;10;-1;2123;-1;9999.0;86;152;-1;-1;-1;-1;6.95293379818203e-310;231;163125;GoCenter;-1;-1
-16;1207;-1;6.95293379818203e-310;167;10;-1;2107;-1;9999.0;87;151;-1;-1;-1;-1;6.95293379818203e-310;232;165.9375;GoCenter;-1;-1
-16;1217;-1;6.95293379818203e-310;168;10;-1;2091;-1;9999.0;87;150;-1;-1;-1;-1;6.95293379818203e-310;233;168.75;GoCenter;-1;-1
-16;1228;-1;6.95293379818203e-310;169;10;-1;2074;-1;9999.0;88;149;-1;-1;-1;-1;6.95293379818203e-310;234;168.75;GoCenter;-1;-1
-16;1239;-1;6.95293379818203e-310;169;10;-1;2058;-1;9999.0;89;148;-1;-1;-1;-1;6.95293379818203e-310;235;171.5625;GoCenter;-1;-1
-16;1249;-1;6.95293379818203e-310;170;10;-1;2041;-1;9999.0;90;146;-1;-1;-1;-1;6.95293379818203e-310;236;171.5625;GoCenter;-1;-1
-16;1260;-1;6.95293379818203e-310;171;10;-1;2025;-1;9999.0;90;145;-1;-1;-1;-1;6.95293379818203e-310;236;174375;GoCenter;-1;-1
-16;1270;-1;6.95293379818203e-310;171;10;-1;2009;-1;9999.0;91;144;-1;-1;-1;-1;6.95293379818203e-310;237;174375;GoCenter;-1;-1
-16;1281;-1;6.95293379818203e-310;172;10;-1;1992;-1;9999.0;92;143;-1;-1;-1;-1;6.95293379818203e-310;238;177.1875;GoCenter;-1;-1
-16;1291;-1;6.95293379818203e-310;173;10;-1;1976;-1;9999.0;93;142;-1;-1;-1;-1;6.95293379818203e-310;238;182.8125;GoCenter;-1;-1
-18;1301;-1;6.95293379818203e-310;174;10;-1;1958;-1;9999.0;93;140;-1;-1;-1;-1;6.95293379818203e-310;239;191.25;GoCenter;-1;-1
-18;1312;-1;6.95293379818203e-310;175;10;-1;1939;-1;9999.0;94;139;-1;-1;-1;-1;6.95293379818203e-310;239;199.6875;GoCenter;-1;-1
-18;1322;-1;6.95293379818203e-310;176;10;-1;1921;-1;9999.0;95;138;-1;-1;-1;-1;6.95293379818203e-310;240;208125;GoCenter;-1;-1
-18;1332;-1;6.95293379818203e-310;177;10;-1;1903;-1;9999.0;96;136;-1;-1;-1;-1;6.95293379818203e-310;240;216.5625;GoCenter;-1;-1
-18;1342;-1;6.95293379818203e-310;178;10;-1;1885;-1;9999.0;96;135;-1;-1;-1;-1;6.95293379818203e-310;241;225.0;GoCenter;-1;-1
-18;1352;-1;6.95293379818203e-310;179;10;-1;1867;-1;9999.0;97;134;-1;-1;-1;-1;6.95293379818203e-310;242;233.4375;GoCenter;-1;-1
-19;1361;-1;6.95293379818203e-310;181;8;-1;1848;-1;9999.0;98;133;-1;-1;-1;-1;6.95293379818203e-310;242;241875;GoCenter;-1;-1
-19;1370;-1;6.95293379818203e-310;182;8;-1;1829;-1;9999.0;98;131;-1;-1;-1;-1;6.95293379818203e-310;243;250.3125;GoCenter;-1;-1
-19;1378;-1;6.95293379818203e-310;183;8;-1;1810;-1;9999.0;99;130;-1;-1;-1;-1;6.95293379818203e-310;243;258.75;GoCenter;-1;-1
-19;1385;-1;6.95293379818203e-310;184;6;-1;1790;-1;9999.0;99;128;-1;-1;-1;-1;6.95293379818203e-310;244;267.1875;GoCenter;-1;-1
-19;1390;-1;6.95293379818203e-310;186;4;-1;1771;-1;9999.0;100;127;-1;-1;-1;-1;6.95293379818203e-310;244;272.8125;GoCenter;-1;-1
-19;1395;-1;6.95293379818203e-310;187;4;-1;1752;-1;9999.0;100;126;-1;-1;-1;-1;6.95293379818203e-310;245;281.25;GoCenter;-1;-1
-19;1400;-1;6.95293379818203e-310;188;4;-1;1733;-1;9999.0;100;124;-1;-1;-1;-1;6.95293379818203e-310;245;289.6875;GoCenter;-1;-1
-18;1403;-1;6.95293379818203e-310;189;3;-1;1715;-1;9999.0;101;123;-1;-1;-1;-1;6.95293379818203e-310;246;298125;GoCenter;-1;-1
-18;1406;-1;6.95293379818203e-310;190;3;-1;1697;-1;9999.0;101;122;-1;-1;-1;-1;6.95293379818203e-310;246;306.5625;GoCenter;-1;-1
-16;1408;-1;6.95293379818203e-310;191;2;-1;1680;-1;9999.0;101;120;-1;-1;-1;-1;6.95293379818203e-310;246;315.0;GoCenter;-1;-1
-15;1409;-1;6.95293379818203e-310;192;0;-1;1665;-1;9999.0;101;119;-1;-1;-1;-1;6.95293379818203e-310;246;323.4375;GoCenter;-1;-1
-15;1410;-1;6.95293379818203e-310;193;0;-1;1649;-1;9999.0;101;118;-1;-1;-1;-1;6.95293379818203e-310;246;331875;GoCenter;-1;-1
-13;1410;-1;6.95293379818203e-310;194;0;-1;1635;-1;9999.0;101;117;-1;-1;-1;-1;6.95293379818203e-310;246;340.3125;GoCenter;-1;-1
-11;1410;-1;6.95293379818203e-310;195;0;-1;1624;-1;9999.0;101;116;-1;-1;-1;-1;6.95293379818203e-310;246;348.75;GoCenter;-1;-1
-11;1410;-1;6.95293379818203e-310;196;0;-1;1612;-1;9999.0;101;116;-1;-1;-1;-1;6.95293379818203e-310;246;357.1875;GoCenter;-1;-1
-10;1410;-1;6.95293379818203e-310;197;0;-1;1602;-1;9999.0;101;115;-1;-1;-1;-1;6.95293379818203e-310;246;5625;GoCenter;-1;-1
-8;1411;-1;6.95293379818203e-310;198;0;-1;1593;-1;9999.0;101;114;-1;-1;-1;-1;6.95293379818203e-310;246;11.25;GoCenter;-1;-1
-8;1411;-1;6.95293379818203e-310;199;0;-1;1585;-1;9999.0;101;114;-1;-1;-1;-1;6.95293379818203e-310;246;19.6875;GoCenter;-1;-1
-6;1412;-1;6.95293379818203e-310;200;1;-1;1579;-1;9999.0;101;113;-1;-1;-1;-1;6.95293379818203e-310;246;22.5;GoCenter;-1;-1
-4;1414;-1;6.95293379818203e-310;202;1;-1;1574;-1;9999.0;101;113;-1;-1;-1;-1;6.95293379818203e-310;246;25.3125;GoCenter;-1;-1
-4;1416;-1;6.95293379818203e-310;203;1;-1;1569;-1;9999.0;102;113;-1;-1;-1;-1;6.95293379818203e-310;245;30.9375;GoCenter;-1;-1
-3;1419;-1;6.95293379818203e-310;204;3;-1;1565;-1;9999.0;102;112;-1;-1;-1;-1;6.95293379818203e-310;245;39375;GoCenter;-1;-1
-3;1423;-1;6.95293379818203e-310;206;3;-1;1562;-1;9999.0;102;112;-1;-1;-1;-1;6.95293379818203e-310;245;39375;GoCenter;-1;-1
-3;1426;-1;6.95293379818203e-310;207;3;-1;1558;-1;9999.0;102;112;-1;-1;-1;-1;6.95293379818203e-310;245;33.75;GoCenter;-1;-1
-3;1429;-1;6.95293379818203e-310;208;3;-1;1555;-1;9999.0;102;112;-1;-1;-1;-1;6.95293379818203e-310;245;25.3125;GoCenter;-1;-1
-3;1432;-1;6.95293379818203e-310;210;3;-1;1551;-1;9999.0;103;111;-1;-1;-1;-1;6.95293379818203e-310;245;16875;GoCenter;-1;-1
-3;1435;-1;6.95293379818203e-310;211;3;-1;1548;-1;9999.0;103;111;-1;-1;-1;-1;6.95293379818203e-310;244;8.4375;GoCenter;-1;-1
-3;1438;-1;6.95293379818203e-310;212;3;-1;1544;-1;9999.0;103;111;-1;-1;-1;-1;6.95293379818203e-310;244;0.0;GoCenter;-1;-1
-3;1441;-1;6.95293379818203e-310;214;3;-1;1541;-1;9999.0;103;111;-1;-1;-1;-1;6.95293379818203e-310;244;351.5625;GoCenter;-1;-1
-3;1444;-1;6.95293379818203e-310;215;3;-1;1537;-1;9999.0;104;110;-1;-1;-1;-1;6.95293379818203e-310;244;348.75;GoCenter;-1;-1
-3;1448;-1;6.95293379818203e-310;216;3;-1;1534;-1;9999.0;104;110;-1;-1;-1;-1;6.95293379818203e-310;244;348.75;GoCenter;-1;-1
-3;1451;-1;6.95293379818203e-310;217;3;-1;1530;-1;9999.0;104;110;-1;-1;-1;-1;6.95293379818203e-310;244;345.9375;GoCenter;-1;-1
-3;1454;-1;6.95293379818203e-310;219;3;-1;1527;-1;9999.0;104;109;-1;-1;-1;-1;6.95293379818203e-310;243;345.9375;GoCenter;-1;-1
-3;1457;-1;6.95293379818203e-310;220;3;-1;1523;-1;9999.0;104;109;-1;-1;-1;-1;6.95293379818203e-310;243;343125;GoCenter;-1;-1
-3;1460;-1;6.95293379818203e-310;221;3;-1;1520;-1;9999.0;105;109;-1;-1;-1;-1;6.95293379818203e-310;243;343125;GoCenter;-1;-1
-3;1463;-1;6.95293379818203e-310;223;3;-1;1516;-1;9999.0;105;109;-1;-1;-1;-1;6.95293379818203e-310;243;340.3125;GoCenter;-1;-1
-1;1466;-1;6.95293379818203e-310;224;2;-1;1515;-1;9999.0;105;109;-1;-1;-1;-1;6.95293379818203e-310;243;337.5;GoCenter;-1;-1
-1;1468;-1;6.95293379818203e-310;225;2;-1;1513;-1;9999.0;105;108;-1;-1;-1;-1;6.95293379818203e-310;243;331875;GoCenter;-1;-1
-1;1470;-1;6.95293379818203e-310;226;2;-1;1511;-1;9999.0;105;108;-1;-1;-1;-1;6.95293379818203e-310;243;323.4375;GoCenter;-1;-1
-1;1473;-1;6.95293379818203e-310;228;2;-1;1509;-1;9999.0;106;108;-1;-1;-1;-1;6.95293379818203e-310;242;320625;GoCenter;-1;-1
-1;1475;-1;6.95293379818203e-310;229;2;-1;1507;-1;9999.0;106;108;-1;-1;-1;-1;6.95293379818203e-310;242;320625;GoCenter;-1;-1
-1;1478;-1;6.95293379818203e-310;230;2;-1;1506;-1;9999.0;106;108;-1;-1;-1;-1;6.95293379818203e-310;242;317.8125;GoCenter;-1;-1
-1;1480;-1;6.95293379818203e-310;232;2;-1;1504;-1;9999.0;106;108;-1;-1;-1;-1;6.95293379818203e-310;242;317.8125;GoCenter;-1;-1
-1;1483;-1;6.95293379818203e-310;233;2;-1;1502;-1;9999.0;106;108;-1;-1;-1;-1;6.95293379818203e-310;242;315.0;GoCenter;-1;-1
-1;1485;-1;6.95293379818203e-310;234;2;-1;1500;-1;9999.0;106;108;-1;-1;-1;-1;6.95293379818203e-310;242;312.1875;GoCenter;-1;-1
-1;1487;-1;6.95293379818203e-310;232;2;-1;1498;-1;9999.0;107;107;-1;-1;-1;-1;6.95293379818203e-310;245;312.1875;GoCenter;-1;-1
-1;1490;-1;6.95293379818203e-310;232;2;-1;1497;-1;9999.0;107;107;-1;-1;-1;-1;6.95293379818203e-310;245;309375;GoCenter;-1;-1
-1;1492;-1;6.95293379818203e-310;232;2;-1;1495;-1;9999.0;107;107;-1;-1;-1;-1;6.95293379818203e-310;245;309375;GoCenter;-1;-1
-1;1495;-1;6.95293379818203e-310;231;2;-1;1493;-1;9999.0;107;107;-1;-1;-1;-1;6.95293379818203e-310;246;306.5625;GoCenter;-1;-1
-1;1497;-1;6.95293379818203e-310;231;2;-1;1491;-1;9999.0;107;107;-1;-1;-1;-1;6.95293379818203e-310;246;306.5625;GoCenter;-1;-1
-1;1500;-1;6.95293379818203e-310;231;2;-1;1489;-1;9999.0;108;107;-1;-1;-1;-1;6.95293379818203e-310;247;306.5625;GoCenter;-1;-1
-1;1502;-1;6.95293379818203e-310;231;2;-1;1488;-1;9999.0;108;107;-1;-1;-1;-1;6.95293379818203e-310;247;306.5625;GoCenter;-1;-1
-1;1504;-1;6.95293379818203e-310;230;2;-1;1486;-1;9999.0;108;107;-1;-1;-1;-1;6.95293379818203e-310;248;306.5625;GoCenter;-1;-1
-1;1507;-1;6.95293379818203e-310;230;2;-1;1484;-1;9999.0;108;106;-1;-1;-1;-1;6.95293379818203e-310;248;306.5625;GoCenter;-1;-1
-1;1509;-1;6.95293379818203e-310;230;2;-1;1482;-1;9999.0;108;106;-1;-1;-1;-1;6.95293379818203e-310;249;306.5625;GoCenter;-1;-1
0;1510;-1;6.95293379818203e-310;230;0;-1;1482;-1;9999.0;108;106;-1;-1;-1;-1;6.95293379818203e-310;250;306.5625;GoCenter;-1;-1
0;1511;-1;6.95293379818203e-310;230;0;-1;1481;-1;9999.0;108;106;-1;-1;-1;-1;6.95293379818203e-310;250;315.0;GoCenter;-1;-1
0;1512;-1;6.95293379818203e-310;230;0;-1;1480;-1;9999.0;108;106;-1;-1;-1;-1;6.95293379818203e-310;251;317.8125;GoCenter;-1;-1
0;1513;-1;6.95293379818203e-310;229;0;-1;1479;-1;9999.0;108;106;-1;-1;-1;-1;6.95293379818203e-310;251;317.8125;GoCenter;-1;-1
0;1514;-1;6.95293379818203e-310;229;0;-1;1479;-1;9999.0;109;106;-1;-1;-1;-1;6.95293379818203e-310;252;320625;GoCenter;-1;-1
